address,real_address,prefix,number,tagname,description,tag_type,source,alias,parent,SCADA_tagname
H3.02,H3.02,H,3.02,EXT_2FILL1CMPLT,"""  (OMR H3.02)""",BOOL,BOTH,EXT_H_array[3].02,,['EXT_2_1_FINISH_FILL_DI']
H3.03,H3.03,H,3.03,EXT_2HEAT1STRT,"""  (OMR H3.03)""",BOOL,BOTH,EXT_H_array[3].03,,"['EXT_2_1_ACTIVE_HU_DI', 'EXT_2_1_ACTIVE_HU_DI_1', 'EXT_2_1_ACTIVE_HU_DI_2']"
H3.04,H3.04,H,3.04,EXT_2HEAT1CMPLT,"""  (OMR H3.04)""",BOOL,BOTH,EXT_H_array[3].04,,"['EXT_2_1_FINISH_HU_DI', 'EXT_2_1_FINISH_HU_DI_1']"
H3.05,H3.05,H,3.05,EXT_2COOK1CMPLT,"""  (OMR H3.05)""",BOOL,BOTH,EXT_H_array[3].05,,['EXT_2_1_FINISH_COOK_DI']
H3.06,H3.06,H,3.06,EXT_2DROP1STRT,"""  (OMR H3.06)""",BOOL,BOTH,EXT_H_array[3].06,,['EXT_2_1_ACTIVE_DROP_DI']
H3.07,H3.07,H,3.07,EXT_2DROP1CMPLT,"""  (OMR H3.07)""",BOOL,BOTH,EXT_H_array[3].07,,"['EXT_2_1_FINISH_DROP_DI', 'EXT_2_1_FINISH_DROP_DI_1']"
H3.08,H3.08,H,3.08,EXT_2STL1CMPLT,"""  (OMR H3.08)""",BOOL,BOTH,EXT_H_array[3].08,,['EXT_2_1_FINISH_SET_DI']
H3.09,H3.09,H,3.09,EXT_2TRANSFR1STRT,"""  (OMR H3.09)""",BOOL,BOTH,EXT_H_array[3].09,,['EXT_2_1_ACTIVE_TRAN_DI']
H3.10,H3.10,H,3.10,EXT_2TRNSFR1CMPLT,"""  (OMR H3.10)""",BOOL,BOTH,EXT_H_array[3].10,,['EXT_2_1_FINISH_TRAN_DI']
H3.11,H3.11,H,3.11,EXT_2FILL2STRT,"""  (OMR H3.11)""",BOOL,BOTH,EXT_H_array[3].11,,['EXT_2_2_ACTIVE_FILL_DI']
H3.12,H3.12,H,3.12,EXT_2FILL2CMPLT,"""  (OMR H3.12)""",BOOL,BOTH,EXT_H_array[3].12,,['EXT_2_2_FINISH_FILL_DI']
H3.13,H3.13,H,3.13,EXT_2HEAT2STRT,"""  (OMR H3.13)""",BOOL,BOTH,EXT_H_array[3].13,,"['EXT_2_2_ACTIVE_HU_DI', 'EXT_2_2_ACTIVE_HU_DI_1', 'EXT_2_2_ACTIVE_HU_DI_2']"
H3.14,H3.14,H,3.14,EXT_2HEAT2CMPLT,"""  (OMR H3.14)""",BOOL,BOTH,EXT_H_array[3].14,,"['EXT_2_2_FINISH_HU_DI', 'EXT_2_2_FINISH_HU_DI_1']"
H3.15,H3.15,H,3.15,EXT_2COOK2CMPLT,"""  (OMR H3.15)""",BOOL,BOTH,EXT_H_array[3].15,,['EXT_2_2_FINISH_COOK_DI']
H4,H4,H,4,EXT_ADDR_H4,""" (OMR H4)""",DINT,PLC,EXT_H_array[4],,[]
H4.00,H4.00,H,4.00,EXT_2DROP2STRT,"""  (OMR H4.00)""",BOOL,BOTH,EXT_H_array[4].00,,['EXT_2_2_ACTIVE_DROP_DI']
H4.01,H4.01,H,4.01,EXT_2DROP2CMPLT,"""  (OMR H4.01)""",BOOL,BOTH,EXT_H_array[4].01,,"['EXT_2_2_FINISH_DROP_DI', 'EXT_2_2_FINISH_DROP_DI_1']"
H4.02,H4.02,H,4.02,EXT_2SET2COMP,"""  (OMR H4.02)""",BOOL,BOTH,EXT_H_array[4].02,,['EXT_2_2_FINISH_SET_DI']
H4.03,H4.03,H,4.03,EXT_2TRNSFR2STRT,"""  (OMR H4.03)""",BOOL,BOTH,EXT_H_array[4].03,,['EXT_2_2_ACTIVE_TRAN_DI']
H4.04,H4.04,H,4.04,EXT_2TRANSFR2CMPLT,"""  (OMR H4.04)""",BOOL,BOTH,EXT_H_array[4].04,,['EXT_2_2_FINISH_TRAN_DI']
H4.05,H4.05,H,4.05,EXT_2FILL3STRT,"""  (OMR H4.05)""",BOOL,BOTH,EXT_H_array[4].05,,['EXT_2_3_ACTIVE_FILL_DI']
H4.06,H4.06,H,4.06,EXT_2HEAT3START,"""  (OMR H4.06)""",BOOL,BOTH,EXT_H_array[4].06,,"['EXT_2_3_ACTIVE_HU_DI', 'EXT_2_3_ACTIVE_HU_DI_1', 'EXT_2_3_ACTIVE_HU_DI_2']"
H4.07,H4.07,H,4.07,EXT_2HEAT3CMPLT,"""  (OMR H4.07)""",BOOL,BOTH,EXT_H_array[4].07,,"['EXT_2_3_FINISH_HU_DI', 'EXT_2_3_FINISH_HU_DI_1']"
H4.08,H4.08,H,4.08,EXT_2COOK3CMPLT,"""  (OMR H4.08)""",BOOL,BOTH,EXT_H_array[4].08,,['EXT_2_3_FINISH_COOK_DI']
H4.09,H4.09,H,4.09,EXT_2DROP3STRT,"""  (OMR H4.09)""",BOOL,BOTH,EXT_H_array[4].09,,['EXT_2_3_ACTIVE_DROP_DI']
H4.10,H4.10,H,4.10,EXT_2DROP3CMPLT,"""  (OMR H4.10)""",BOOL,BOTH,EXT_H_array[4].10,,"['EXT_2_3_FINISH_DROP_DI', 'EXT_2_3_FINISH_DROP_DI_1']"
H4.11,H4.11,H,4.11,EXT_2SETL3CMPLT,"""  (OMR H4.11)""",BOOL,BOTH,EXT_H_array[4].11,,['EXT_2_3_FINISH_SET_DI']
H4.12,H4.12,H,4.12,EXT_2TRNSFR3STRT,"""  (OMR H4.12)""",BOOL,BOTH,EXT_H_array[4].12,,['EXT_2_3_ACTIVE_TRAN_DI']
H4.13,H4.13,H,4.13,EXT_2TRNSFR3CMPLT,"""  (OMR H4.13)""",BOOL,BOTH,EXT_H_array[4].13,,['EXT_2_3_FINISH_TRAN_DI']
H4.14,H4.14,H,4.14,EXT_2WF4STRT,"""  (OMR H4.14)""",BOOL,BOTH,EXT_H_array[4].14,,['EXT_2_4_ACTIVE_WF_FILL_DI']
H4.15,H4.15,H,4.15,EXT_2WFADDCMPLT,"""  (OMR H4.15)""",BOOL,BOTH,EXT_H_array[4].15,,['EXT_2_4_FINISH_WF_FILL_DI']
H5,H5,H,5,EXT_ADDR_H5,""" (OMR H5)""",DINT,PLC,EXT_H_array[5],,[]
H5.00,H5.00,H,5.00,EXT_2FILL4STRT,"""  (OMR H5.00)""",BOOL,BOTH,EXT_H_array[5].00,,['EXT_2_4_ACTIVE_FILL_DI']
H5.01,H5.01,H,5.01,EXT_ADDR_H5.01,""" (OMR H5.01)""",BOOL,PLC,EXT_H_array[5].01,EXT_ADDR_H5,[]
H5.02,H5.02,H,5.02,EXT_2HEAT4STRT,"""  (OMR H5.02)""",BOOL,BOTH,EXT_H_array[5].02,,"['EXT_2_4_ACTIVE_HU_DI', 'EXT_2_4_ACTIVE_HU_DI_1', 'EXT_2_4_ACTIVE_HU_DI_2']"
H5.03,H5.03,H,5.03,EXT_2HEAT4CMPLT,"""  (OMR H5.03)""",BOOL,BOTH,EXT_H_array[5].03,,"['EXT_2_4_FINISH_HU_DI', 'EXT_2_4_FINISH_HU_DI_1']"
H5.04,H5.04,H,5.04,EXT_2COOK4CMPLT,"""  (OMR H5.04)""",BOOL,BOTH,EXT_H_array[5].04,,['EXT_2_4_FINISH_COOK_DI']
H5.05,H5.05,H,5.05,EXT_2DROP4STRT,"""  (OMR H5.05)""",BOOL,BOTH,EXT_H_array[5].05,,['EXT_2_4_ACTIVE_DROP_DI']
H5.06,H5.06,H,5.06,EXT_2DROP4CMPLT,"""  (OMR H5.06)""",BOOL,BOTH,EXT_H_array[5].06,,"['EXT_2_4_FINISH_DROP_DI', 'EXT_2_4_FINISH_DROP_DI_1', 'EXT_BATCH_RESET_2_DI']"
H5.07,H5.07,H,5.07,EXT_2SETL4CMPLT,"""  (OMR H5.07)""",BOOL,BOTH,EXT_H_array[5].07,,['EXT_2_4_FINISH_SET_DI']
H5.08,H5.08,H,5.08,EXT_2TRNSFR4STRT,"""  (OMR H5.08)""",BOOL,BOTH,EXT_H_array[5].08,,['EXT_2_4_ACTIVE_TRAN_DI']
H5.09,H5.09,H,5.09,EXT_2TRNSFR4CMPT,"""  (OMR H5.09)""",BOOL,BOTH,EXT_H_array[5].09,,['EXT_2_4_FINISH_TRAN_DI']
H5.10,H5.10,H,5.10,EXT_2FILL4CMPLT,"""  (OMR H5.10)""",BOOL,BOTH,EXT_H_array[5].10,,['EXT_2_4_FINISH_FILL_DI']
H5.11,H5.11,H,5.11,EXT_2WF3START,"""EXT#2 3rd cook water fraction add start (OMR H5.11)""",BOOL,BOTH,EXT_H_array[5].11,,['EXT_2_3_ACTIVE_WF_FILL_DI']
H5.12,H5.12,H,5.12,EXT_2WF3ADDCMPLT,"""EXT#2 3rd cook water fraction add complete (OMR H5.12)""",BOOL,BOTH,EXT_H_array[5].12,,['EXT_2_3_FINISH_WF_FILL_DI']
H5.13,H5.13,H,5.13,EXT_ADDR_H5.13,""" (OMR H5.13)""",BOOL,PLC,EXT_H_array[5].13,EXT_ADDR_H5,[]
H5.14,H5.14,H,5.14,EXT_ADDR_H5.14,""" (OMR H5.14)""",BOOL,PLC,EXT_H_array[5].14,EXT_ADDR_H5,[]
H5.15,H5.15,H,5.15,EXT_ADDR_H5.15,""" (OMR H5.15)""",BOOL,PLC,EXT_H_array[5].15,EXT_ADDR_H5,[]
H6,H6,H,6,EXT_ADDR_H6,""" (OMR H6)""",DINT,PLC,EXT_H_array[6],,[]
H6.00,H6.00,H,6.00,EXT_ADDR_H6.00,""" (OMR H6.00)""",BOOL,PLC,EXT_H_array[6].00,EXT_ADDR_H6,[]
H6.01,H6.01,H,6.01,EXT_3FILL1STRT,"""  (OMR H6.01)""",BOOL,BOTH,EXT_H_array[6].01,,['EXT_3_1_ACTIVE_FILL_DI']
H6.02,H6.02,H,6.02,EXT_3FILL1CMPLT,"""  (OMR H6.02)""",BOOL,BOTH,EXT_H_array[6].02,,['EXT_3_1_FINISH_FILL_DI']
H6.03,H6.03,H,6.03,EXT_3HEAT1STRT,"""  (OMR H6.03)""",BOOL,BOTH,EXT_H_array[6].03,,"['EXT_3_1_ACTIVE_HU_DI', 'EXT_3_1_ACTIVE_HU_DI_1', 'EXT_3_1_ACTIVE_HU_DI_2']"
H6.04,H6.04,H,6.04,EXT_3HEAT1CMPLT,"""  (OMR H6.04)""",BOOL,BOTH,EXT_H_array[6].04,,"['EXT_3_1_FINISH_HU_DI', 'EXT_3_1_FINISH_HU_DI_1']"
H6.05,H6.05,H,6.05,EXT_3COOK1CMPLT,"""  (OMR H6.05)""",BOOL,BOTH,EXT_H_array[6].05,,['EXT_3_1_FINISH_COOK_DI']
H6.06,H6.06,H,6.06,EXT_3DROP1STRT,"""  (OMR H6.06)""",BOOL,BOTH,EXT_H_array[6].06,,['EXT_3_1_ACTIVE_DROP_DI']
H6.07,H6.07,H,6.07,EXT_3DROP1CMPLT,"""  (OMR H6.07)""",BOOL,BOTH,EXT_H_array[6].07,,"['EXT_3_1_FINISH_DROP_DI', 'EXT_3_1_FINISH_DROP_DI_1']"
H6.08,H6.08,H,6.08,EXT_3SETL1CMPLT,"""  (OMR H6.08)""",BOOL,BOTH,EXT_H_array[6].08,,['EXT_3_1_FINISH_SET_DI']
H6.09,H6.09,H,6.09,EXT_3TRNSFR1STRT,"""  (OMR H6.09)""",BOOL,BOTH,EXT_H_array[6].09,,['EXT_3_1_ACTIVE_TRAN_DI']
H6.10,H6.10,H,6.10,EXT_3TRNSFR1CMPLT,"""  (OMR H6.10)""",BOOL,BOTH,EXT_H_array[6].10,,['EXT_3_1_FINISH_TRAN_DI']
H6.11,H6.11,H,6.11,EXT_3FILL2STRT,"""  (OMR H6.11)""",BOOL,BOTH,EXT_H_array[6].11,,['EXT_3_2_ACTIVE_FILL_DI']
H6.12,H6.12,H,6.12,EXT_3FILL2CMPLT,"""  (OMR H6.12)""",BOOL,BOTH,EXT_H_array[6].12,,['EXT_3_2_FINISH_FILL_DI']
H6.13,H6.13,H,6.13,EXT_3HEAT2STRT,"""  (OMR H6.13)""",BOOL,BOTH,EXT_H_array[6].13,,"['EXT_3_2_ACTIVE_HU_DI', 'EXT_3_2_ACTIVE_HU_DI_1', 'EXT_3_2_ACTIVE_HU_DI_2']"
H6.14,H6.14,H,6.14,EXT_3HEAT2CMPLT,"""  (OMR H6.14)""",BOOL,BOTH,EXT_H_array[6].14,,"['EXT_3_2_FINISH_HU_DI', 'EXT_3_2_FINISH_HU_DI_1']"
H6.15,H6.15,H,6.15,EXT_3COOK2CMPLT,"""  (OMR H6.15)""",BOOL,BOTH,EXT_H_array[6].15,,['EXT_3_2_FINISH_COOK_DI']
H7,H7,H,7,EXT_ADDR_H7,""" (OMR H7)""",DINT,PLC,EXT_H_array[7],,[]
H7.00,H7.00,H,7.00,EXT_3DROP2STRT,"""  (OMR H7.00)""",BOOL,BOTH,EXT_H_array[7].00,,['EXT_3_2_ACTIVE_DROP_DI']
H7.01,H7.01,H,7.01,EXT_3DROP2CMPLT,"""  (OMR H7.01)""",BOOL,BOTH,EXT_H_array[7].01,,"['EXT_3_2_FINISH_DROP_DI', 'EXT_3_2_FINISH_DROP_DI_1']"
H7.02,H7.02,H,7.02,EXT_3SETL2CMPLT,"""  (OMR H7.02)""",BOOL,BOTH,EXT_H_array[7].02,,['EXT_3_2_FINISH_SET_DI']
H7.03,H7.03,H,7.03,EXT_3TRNSFR2STRT,"""  (OMR H7.03)""",BOOL,BOTH,EXT_H_array[7].03,,['EXT_3_2_ACTIVE_TRAN_DI']
H7.04,H7.04,H,7.04,EXT_3TRNSFR2CMPLT,"""  (OMR H7.04)""",BOOL,BOTH,EXT_H_array[7].04,,['EXT_3_2_FINISH_TRAN_DI']
H7.05,H7.05,H,7.05,EXT_3FILL3STRT,"""  (OMR H7.05)""",BOOL,BOTH,EXT_H_array[7].05,,['EXT_3_3_ACTIVE_FILL_DI']
H7.06,H7.06,H,7.06,EXT_3HEAT3STRT,"""  (OMR H7.06)""",BOOL,BOTH,EXT_H_array[7].06,,"['EXT_3_3_ACTIVE_HU_DI', 'EXT_3_3_ACTIVE_HU_DI_1', 'EXT_3_3_ACTIVE_HU_DI_2']"
H7.07,H7.07,H,7.07,EXT_3HEAT3CMPLT,"""  (OMR H7.07)""",BOOL,BOTH,EXT_H_array[7].07,,"['EXT_3_3_FINISH_HU_DI', 'EXT_3_3_FINISH_HU_DI_1']"
H7.08,H7.08,H,7.08,EXT_3COOK3CMPLT,"""  (OMR H7.08)""",BOOL,BOTH,EXT_H_array[7].08,,['EXT_3_3_FINISH_COOK_DI']
H7.09,H7.09,H,7.09,EXT_3DROP3STRT,"""  (OMR H7.09)""",BOOL,BOTH,EXT_H_array[7].09,,['EXT_3_3_ACTIVE_DROP_DI']
H7.10,H7.10,H,7.10,EXT_3DROP3CMPLT,"""  (OMR H7.10)""",BOOL,BOTH,EXT_H_array[7].10,,"['EXT_3_3_FINISH_DROP_DI', 'EXT_3_3_FINISH_DROP_DI_1']"
H7.11,H7.11,H,7.11,EXT_3SETL3CMPLT,"""  (OMR H7.11)""",BOOL,BOTH,EXT_H_array[7].11,,['EXT_3_3_FINISH_SET_DI']
H7.12,H7.12,H,7.12,EXT_3TRNSFR3STRT,"""  (OMR H7.12)""",BOOL,BOTH,EXT_H_array[7].12,,['EXT_3_3_ACTIVE_TRAN_DI']
H7.13,H7.13,H,7.13,EXT_3TRNSFR3CMPLT,"""  (OMR H7.13)""",BOOL,BOTH,EXT_H_array[7].13,,['EXT_3_3_FINISH_TRAN_DI']
H7.14,H7.14,H,7.14,EXT_3WFFILL4STRT,"""  (OMR H7.14)""",BOOL,BOTH,EXT_H_array[7].14,,['EXT_3_4_ACTIVE_WF_FILL_DI']
H7.15,H7.15,H,7.15,EXT_3WFADDCMPLT,"""  (OMR H7.15)""",BOOL,BOTH,EXT_H_array[7].15,,['EXT_3_4_FINISH_WF_FILL_DI']
H8,H8,H,8,EXT_ADDR_H8,""" (OMR H8)""",DINT,PLC,EXT_H_array[8],,[]
H8.00,H8.00,H,8.00,EXT_3FILL4STRT,"""  (OMR H8.00)""",BOOL,BOTH,EXT_H_array[8].00,,['EXT_3_4_ACTIVE_FILL_DI']
H8.01,H8.01,H,8.01,EXT_3FILL4CMPLT,"""  (OMR H8.01)""",BOOL,BOTH,EXT_H_array[8].01,,['EXT_3_4_FINISH_FILL_DI']
H8.02,H8.02,H,8.02,EXT_3HEAT4STRT,"""  (OMR H8.02)""",BOOL,BOTH,EXT_H_array[8].02,,"['EXT_3_4_ACTIVE_HU_DI', 'EXT_3_4_ACTIVE_HU_DI_1', 'EXT_3_4_ACTIVE_HU_DI_2']"
H8.03,H8.03,H,8.03,EXT_3HEAT4CMPLT,"""  (OMR H8.03)""",BOOL,BOTH,EXT_H_array[8].03,,"['EXT_3_4_FINISH_HU_DI', 'EXT_3_4_FINISH_HU_DI_1']"
H8.04,H8.04,H,8.04,EXT_3COOK4CMPLT,"""  (OMR H8.04)""",BOOL,BOTH,EXT_H_array[8].04,,['EXT_3_4_FINISH_COOK_DI']
H8.05,H8.05,H,8.05,EXT_3DROP4STRT,"""  (OMR H8.05)""",BOOL,BOTH,EXT_H_array[8].05,,['EXT_3_4_ACTIVE_DROP_DI']
H8.06,H8.06,H,8.06,EXT_3DROP4CMPLT,"""  (OMR H8.06)""",BOOL,BOTH,EXT_H_array[8].06,,"['EXT_3_4_FINISH_DROP_DI', 'EXT_3_4_FINISH_DROP_DI_1', 'EXT_BATCH_RESET_3_DI']"
H8.07,H8.07,H,8.07,EXT_3SETL4CMPLT,"""  (OMR H8.07)""",BOOL,BOTH,EXT_H_array[8].07,,['EXT_3_4_FINISH_SET_DI']
H8.08,H8.08,H,8.08,EXT_3TRNSFR4STRT,"""  (OMR H8.08)""",BOOL,BOTH,EXT_H_array[8].08,,['EXT_3_4_ACTIVE_TRAN_DI']
H8.09,H8.09,H,8.09,EXT_3TRNSFR4CMPLT,"""  (OMR H8.09)""",BOOL,BOTH,EXT_H_array[8].09,,['EXT_3_4_FINISH_TRAN_DI']
H8.10,H8.10,H,8.10,EXT_3FILL3CMPLT,"""  (OMR H8.10)""",BOOL,BOTH,EXT_H_array[8].10,,['EXT_3_3_FINISH_FILL_DI']
H8.11,H8.11,H,8.11,EXT_3WF3START,"""EXT#3 3rd cook water fraction add start (OMR H8.11)""",BOOL,BOTH,EXT_H_array[8].11,,['EXT_3_3_ACTIVE_WF_FILL_DI']
H8.12,H8.12,H,8.12,EXT_3WF3ADDCMPLT,"""EXT#3 3rd cook water fraction add complete (OMR H8.12)""",BOOL,BOTH,EXT_H_array[8].12,,['EXT_3_3_FINISH_WF_FILL_DI']
H8.13,H8.13,H,8.13,EXT_ADDR_H8.13,""" (OMR H8.13)""",BOOL,PLC,EXT_H_array[8].13,EXT_ADDR_H8,[]
H8.14,H8.14,H,8.14,EXT_ADDR_H8.14,""" (OMR H8.14)""",BOOL,PLC,EXT_H_array[8].14,EXT_ADDR_H8,[]
H8.15,H8.15,H,8.15,EXT_ADDR_H8.15,""" (OMR H8.15)""",BOOL,PLC,EXT_H_array[8].15,EXT_ADDR_H8,[]
H9,H9,H,9,EXT_ADDR_H9,""" (OMR H9)""",DINT,PLC,EXT_H_array[9],,[]
H9.00,H9.00,H,9.00,EXT_4SETL3CMPLT,"""  (OMR H9.00)""",BOOL,BOTH,EXT_H_array[9].00,,['EXT_4_3_FINISH_SET_DI']
H9.01,H9.01,H,9.01,EXT_4FILL1STRT,"""  (OMR H9.01)""",BOOL,BOTH,EXT_H_array[9].01,,['EXT_4_1_ACTIVE_FILL_DI']
H9.02,H9.02,H,9.02,EXT_4FILL1CMPLT,"""  (OMR H9.02)""",BOOL,BOTH,EXT_H_array[9].02,,['EXT_4_1_FINISH_FILL_DI']
