address,real_address,prefix,number,tagname,description,tag_type,source,alias,parent,SCADA_tagname
506.11,506.11,,506.11,EXT_ADDR_506.11,""" (OMR 506.11)""",BOOL,PLC,EXT_IR_array[506].11,EXT_ADDR_506,[]
506.12,506.12,,506.12,EXT_ADDR_506.12,""" (OMR 506.12)""",BOOL,PLC,EXT_IR_array[506].12,EXT_ADDR_506,[]
506.13,506.13,,506.13,EXT_ADDR_506.13,""" (OMR 506.13)""",BOOL,PLC,EXT_IR_array[506].13,EXT_ADDR_506,[]
506.14,506.14,,506.14,EXT_SPARE,"""SPARE_ (OMR 506.14)""",BOOL,PLC,EXT_IR_array[506].14,,[]
506.15,506.15,,506.15,EXT_SPARE_1,"""SPARE_1 (OMR 506.15)""",BOOL,PLC,EXT_IR_array[506].15,,[]
507,507,,507,EXT_ADDR_507,""" (OMR 507)""",DINT,PLC,EXT_IR_array[507],,[]
507.00,507.00,,507.00,EXT_SCADASTRT2,"""  (OMR 507.00)""",BOOL,BOTH,EXT_IR_array[507].00,,"['EXT_2_WF_FILL_START_DO', 'EXT_2_FILL_DO', 'EXT_2_WF_FILL_START_MDO', 'EXT_2_FILL_MDO']"
507.01,507.01,,507.01,EXT_ADDR_507.01,""" (OMR 507.01)""",BOOL,PLC,EXT_IR_array[507].01,EXT_ADDR_507,[]
507.02,507.02,,507.02,EXT_2SCADASTRT1HU,"""  (OMR 507.02)""",BOOL,BOTH,EXT_IR_array[507].02,,"['EXT_2_HU_DO', 'EXT_2_HU_MDO']"
507.03,507.03,,507.03,EXT_ADDR_507.03,""" (OMR 507.03)""",BOOL,PLC,EXT_IR_array[507].03,EXT_ADDR_507,[]
507.04,507.04,,507.04,EXT_2SCADADRP,"""DROP START (OMR 507.04)""",BOOL,BOTH,EXT_IR_array[507].04,,"['EXT_2_DROP_DO', 'EXT_2_DROP_MDO']"
507.05,507.05,,507.05,EXT_ADDR_507.05,""" (OMR 507.05)""",BOOL,PLC,EXT_IR_array[507].05,EXT_ADDR_507,[]
507.06,507.06,,507.06,EXT_2SCADATRNSFER,"""  (OMR 507.06)""",BOOL,BOTH,EXT_IR_array[507].06,,"['EXT_2_TRAN_START_DO', 'EXT_2_TRAN_START_MDO']"
507.07,507.07,,507.07,EXT_ADDR_507.07,""" (OMR 507.07)""",BOOL,PLC,EXT_IR_array[507].07,EXT_ADDR_507,[]
507.08,507.08,,507.08,EXT_2SCADA1TRNSSTOP,"""  (OMR 507.08)""",BOOL,BOTH,EXT_IR_array[507].08,,"['EXT_2_TRAN_STOP_DO', 'EXT_2_TRAN_STOP_MDO']"
507.09,507.09,,507.09,EXT_ADDR_507.09,""" (OMR 507.09)""",BOOL,PLC,EXT_IR_array[507].09,EXT_ADDR_507,[]
507.10,507.10,,507.10,EXT_ADDR_507.10,""" (OMR 507.10)""",BOOL,PLC,EXT_IR_array[507].10,EXT_ADDR_507,[]
507.11,507.11,,507.11,EXT_ADDR_507.11,""" (OMR 507.11)""",BOOL,PLC,EXT_IR_array[507].11,EXT_ADDR_507,[]
507.12,507.12,,507.12,EXT_ADDR_507.12,""" (OMR 507.12)""",BOOL,PLC,EXT_IR_array[507].12,EXT_ADDR_507,[]
507.13,507.13,,507.13,EXT_ADDR_507.13,""" (OMR 507.13)""",BOOL,PLC,EXT_IR_array[507].13,EXT_ADDR_507,[]
507.14,507.14,,507.14,EXT_ADDR_507.14,""" (OMR 507.14)""",BOOL,PLC,EXT_IR_array[507].14,EXT_ADDR_507,[]
507.15,507.15,,507.15,EXT_ADDR_507.15,""" (OMR 507.15)""",BOOL,PLC,EXT_IR_array[507].15,EXT_ADDR_507,[]
508,508,,508,EXT_ADDR_508,""" (OMR 508)""",DINT,PLC,EXT_IR_array[508],,[]
508.00,508.00,,508.00,EXT_SCADASTRT3,"""  (OMR 508.00)""",BOOL,BOTH,EXT_IR_array[508].00,,"['EXT_3_WF_FILL_START_DO', 'EXT_3_FILL_DO', 'EXT_3_WF_FILL_START_MDO', 'EXT_3_FILL_MDO']"
508.01,508.01,,508.01,EXT_ADDR_508.01,""" (OMR 508.01)""",BOOL,PLC,EXT_IR_array[508].01,EXT_ADDR_508,[]
508.02,508.02,,508.02,EXT_3SCADASTRTHU,"""  (OMR 508.02)""",BOOL,BOTH,EXT_IR_array[508].02,,"['EXT_3_HU_DO', 'EXT_3_HU_MDO']"
508.03,508.03,,508.03,EXT_ADDR_508.03,""" (OMR 508.03)""",BOOL,PLC,EXT_IR_array[508].03,EXT_ADDR_508,[]
508.04,508.04,,508.04,EXT_3SCADADRP,"""DROP START (OMR 508.04)""",BOOL,BOTH,EXT_IR_array[508].04,,"['EXT_3_DROP_DO', 'EXT_3_DROP_MDO']"
508.05,508.05,,508.05,EXT_ADDR_508.05,""" (OMR 508.05)""",BOOL,PLC,EXT_IR_array[508].05,EXT_ADDR_508,[]
508.06,508.06,,508.06,EXT_3SCADATRNSFER,"""  (OMR 508.06)""",BOOL,BOTH,EXT_IR_array[508].06,,"['EXT_3_TRAN_START_DO', 'EXT_3_TRAN_START_MDO']"
508.07,508.07,,508.07,EXT_ADDR_508.07,""" (OMR 508.07)""",BOOL,PLC,EXT_IR_array[508].07,EXT_ADDR_508,[]
508.08,508.08,,508.08,EXT_3SCADATRNSSTOP,"""  (OMR 508.08)""",BOOL,BOTH,EXT_IR_array[508].08,,"['EXT_3_TRAN_STOP_DO', 'EXT_3_TRAN_STOP_MDO']"
508.09,508.09,,508.09,EXT_ADDR_508.09,""" (OMR 508.09)""",BOOL,PLC,EXT_IR_array[508].09,EXT_ADDR_508,[]
508.10,508.10,,508.10,EXT_ADDR_508.10,""" (OMR 508.10)""",BOOL,PLC,EXT_IR_array[508].10,EXT_ADDR_508,[]
508.11,508.11,,508.11,EXT_ADDR_508.11,""" (OMR 508.11)""",BOOL,PLC,EXT_IR_array[508].11,EXT_ADDR_508,[]
508.12,508.12,,508.12,EXT_ADDR_508.12,""" (OMR 508.12)""",BOOL,PLC,EXT_IR_array[508].12,EXT_ADDR_508,[]
508.13,508.13,,508.13,EXT_ADDR_508.13,""" (OMR 508.13)""",BOOL,PLC,EXT_IR_array[508].13,EXT_ADDR_508,[]
508.14,508.14,,508.14,EXT_ADDR_508.14,""" (OMR 508.14)""",BOOL,PLC,EXT_IR_array[508].14,EXT_ADDR_508,[]
508.15,508.15,,508.15,EXT_ADDR_508.15,""" (OMR 508.15)""",BOOL,PLC,EXT_IR_array[508].15,EXT_ADDR_508,[]
509,509,,509,EXT_ADDR_509,""" (OMR 509)""",DINT,PLC,EXT_IR_array[509],,[]
509.00,509.00,,509.00,EXT_SCADADSTRT4,"""  (OMR 509.00)""",BOOL,BOTH,EXT_IR_array[509].00,,"['EXT_4_WF_FILL_START_DO', 'EXT_4_FILL_DO', 'EXT_4_FILL_MDO', 'EXT_4_WF_FILL_START_MDO']"
509.01,509.01,,509.01,EXT_ADDR_509.01,""" (OMR 509.01)""",BOOL,PLC,EXT_IR_array[509].01,EXT_ADDR_509,[]
509.02,509.02,,509.02,EXT_4SCADASTRTHU,"""  (OMR 509.02)""",BOOL,BOTH,EXT_IR_array[509].02,,"['EXT_4_HU_DO', 'EXT_4_HU_MDO']"
509.03,509.03,,509.03,EXT_ADDR_509.03,""" (OMR 509.03)""",BOOL,PLC,EXT_IR_array[509].03,EXT_ADDR_509,[]
509.04,509.04,,509.04,EXT_4SCADADRP,"""DROP START (OMR 509.04)""",BOOL,BOTH,EXT_IR_array[509].04,,"['EXT_4_DROP_DO', 'EXT_4_DROP_MDO']"
509.05,509.05,,509.05,EXT_ADDR_509.05,""" (OMR 509.05)""",BOOL,PLC,EXT_IR_array[509].05,EXT_ADDR_509,[]
509.06,509.06,,509.06,EXT_4SCADATRNSFER,"""  (OMR 509.06)""",BOOL,BOTH,EXT_IR_array[509].06,,"['EXT_4_TRAN_START_DO', 'EXT_4_TRAN_START_MDO']"
509.07,509.07,,509.07,EXT_ADDR_509.07,""" (OMR 509.07)""",BOOL,PLC,EXT_IR_array[509].07,EXT_ADDR_509,[]
509.08,509.08,,509.08,EXT_4SCADATRNSSTOP,"""  (OMR 509.08)""",BOOL,BOTH,EXT_IR_array[509].08,,"['EXT_4_TRAN_STOP_DO', 'EXT_4_TRAN_STOP_MDO']"
509.09,509.09,,509.09,EXT_ADDR_509.09,""" (OMR 509.09)""",BOOL,PLC,EXT_IR_array[509].09,EXT_ADDR_509,[]
509.10,509.10,,509.10,EXT_ADDR_509.10,""" (OMR 509.10)""",BOOL,PLC,EXT_IR_array[509].10,EXT_ADDR_509,[]
509.11,509.11,,509.11,EXT_ADDR_509.11,""" (OMR 509.11)""",BOOL,PLC,EXT_IR_array[509].11,EXT_ADDR_509,[]
509.12,509.12,,509.12,EXT_ADDR_509.12,""" (OMR 509.12)""",BOOL,PLC,EXT_IR_array[509].12,EXT_ADDR_509,[]
509.13,509.13,,509.13,EXT_ADDR_509.13,""" (OMR 509.13)""",BOOL,PLC,EXT_IR_array[509].13,EXT_ADDR_509,[]
509.14,509.14,,509.14,EXT_FEEDWTRTOTRESET,"""  (OMR 509.14)""",BOOL,PLC,EXT_IR_array[509].14,,[]
509.15,509.15,,509.15,EXT_WFTOTRESET,"""RESET FOR TOTALIZER (OMR 509.15)""",BOOL,BOTH,EXT_IR_array[509].15,,['EXT_FLOW_EXT_WF_TOT_RESET']
510,510,,510,EXT_ADDR_510,""" (OMR 510)""",DINT,PLC,EXT_IR_array[510],,[]
510.00,510.00,,510.00,EXT_ADDR_510.00,""" (OMR 510.00)""",BOOL,PLC,EXT_IR_array[510].00,EXT_ADDR_510,[]
510.01,510.01,,510.01,EXT_ADDR_510.01,""" (OMR 510.01)""",BOOL,PLC,EXT_IR_array[510].01,EXT_ADDR_510,[]
510.02,510.02,,510.02,EXT_ADDR_510.02,""" (OMR 510.02)""",BOOL,PLC,EXT_IR_array[510].02,EXT_ADDR_510,[]
510.03,510.03,,510.03,EXT_ADDR_510.03,""" (OMR 510.03)""",BOOL,PLC,EXT_IR_array[510].03,EXT_ADDR_510,[]
510.04,510.04,,510.04,EXT_ADDR_510.04,""" (OMR 510.04)""",BOOL,PLC,EXT_IR_array[510].04,EXT_ADDR_510,[]
510.05,510.05,,510.05,EXT_ADDR_510.05,""" (OMR 510.05)""",BOOL,PLC,EXT_IR_array[510].05,EXT_ADDR_510,[]
510.06,510.06,,510.06,EXT_ADDR_510.06,""" (OMR 510.06)""",BOOL,PLC,EXT_IR_array[510].06,EXT_ADDR_510,[]
510.07,510.07,,510.07,EXT_ADDR_510.07,""" (OMR 510.07)""",BOOL,PLC,EXT_IR_array[510].07,EXT_ADDR_510,[]
510.08,510.08,,510.08,EXT_ADDR_510.08,""" (OMR 510.08)""",BOOL,PLC,EXT_IR_array[510].08,EXT_ADDR_510,[]
510.09,510.09,,510.09,EXT_ADDR_510.09,""" (OMR 510.09)""",BOOL,PLC,EXT_IR_array[510].09,EXT_ADDR_510,[]
510.10,510.10,,510.10,EXT_ADDR_510.10,""" (OMR 510.10)""",BOOL,PLC,EXT_IR_array[510].10,EXT_ADDR_510,[]
510.11,510.11,,510.11,EXT_ADDR_510.11,""" (OMR 510.11)""",BOOL,PLC,EXT_IR_array[510].11,EXT_ADDR_510,[]
510.12,510.12,,510.12,EXT_ADDR_510.12,""" (OMR 510.12)""",BOOL,PLC,EXT_IR_array[510].12,EXT_ADDR_510,[]
510.13,510.13,,510.13,EXT_ADDR_510.13,""" (OMR 510.13)""",BOOL,PLC,EXT_IR_array[510].13,EXT_ADDR_510,[]
510.14,510.14,,510.14,EXT_ADDR_510.14,""" (OMR 510.14)""",BOOL,PLC,EXT_IR_array[510].14,EXT_ADDR_510,[]
510.15,510.15,,510.15,EXT_ADDR_510.15,""" (OMR 510.15)""",BOOL,PLC,EXT_IR_array[510].15,EXT_ADDR_510,[]
610,610,,610,EXT_ADDR_610,""" (OMR 610)""",DINT,PLC,EXT_IR_array[610],,[]
610.00,610.00,,610.00,EXT_EXT1_AIR_SHOT_COMMAND,"""EXT1 AIR SHOT COMMAND 1 (OMR 610.00)""",BOOL,PLC,EXT_IR_array[610].00,,[]
610.01,610.01,,610.01,EXT_EXT1_AIR_SHOT_COMMAND_2,"""EXT1 AIR SHOT COMMAND 2 (OMR 610.01)""",BOOL,PLC,EXT_IR_array[610].01,,[]
610.02,610.02,,610.02,EXT_EXT1_AIR_SHOT_COMMAND_3,"""EXT1 AIR SHOT COMMAND 3 (OMR 610.02)""",BOOL,PLC,EXT_IR_array[610].02,,[]
611,611,,611,EXT_ADDR_611,""" (OMR 611)""",DINT,PLC,EXT_IR_array[611],,[]
611.00,611.00,,611.00,EXT_EXT2_AIR_SHOT_COMMAND,"""EXT2 AIR SHOT COMMAND 1 (OMR 611.00)""",BOOL,PLC,EXT_IR_array[611].00,,[]
611.01,611.01,,611.01,EXT_EXT2_AIR_SHOT_COMMAND_2,"""EXT2 AIR SHOT COMMAND 2 (OMR 611.01)""",BOOL,PLC,EXT_IR_array[611].01,,[]
611.02,611.02,,611.02,EXT_EXT2_AIR_SHOT_COMMAND_3,"""EXT2 AIR SHOT COMMAND 3 (OMR 611.02)""",BOOL,PLC,EXT_IR_array[611].02,,[]
612,612,,612,EXT_ADDR_612,""" (OMR 612)""",DINT,PLC,EXT_IR_array[612],,[]
612.00,612.00,,612.00,EXT_EXT3_AIR_SHOT_COMMAND,"""EXT3 AIR SHOT COMMAND 1 (OMR 612.00)""",BOOL,PLC,EXT_IR_array[612].00,,[]
612.01,612.01,,612.01,EXT_EXT3_AIR_SHOT_COMMAND_2,"""EXT3 AIR SHOT COMMAND 2 (OMR 612.01)""",BOOL,PLC,EXT_IR_array[612].01,,[]
612.02,612.02,,612.02,EXT_EXT3_AIR_SHOT_COMMAND_3,"""EXT3 AIR SHOT COMMAND 3 (OMR 612.02)""",BOOL,PLC,EXT_IR_array[612].02,,[]
613,613,,613,EXT_ADDR_613,""" (OMR 613)""",DINT,PLC,EXT_IR_array[613],,[]
613.00,613.00,,613.00,EXT_EXT4_AIR_SHOT_COMMAND,"""EXT4 AIR SHOT COMMAND 1 (OMR 613.00)""",BOOL,PLC,EXT_IR_array[613].00,,[]
613.01,613.01,,613.01,EXT_EXT4_AIR_SHOT_COMMAND_2,"""EXT4 AIR SHOT COMMAND 2 (OMR 613.01)""",BOOL,PLC,EXT_IR_array[613].01,,[]
613.02,613.02,,613.02,EXT_EXT4_AIR_SHOT_COMMAND_3,"""EXT4 AIR SHOT COMMAND 3 (OMR 613.02)""",BOOL,PLC,EXT_IR_array[613].02,,[]
700,700,,700,EXT_ADDR_700,""" (OMR 700)""",DINT,PLC,EXT_IR_array[700],,[]
700.00,700.00,,700.00,EXT_ADDR_700.00,""" (OMR 700.00)""",BOOL,PLC,EXT_IR_array[700].00,EXT_ADDR_700,[]
1919,1919,,1919,EXT_ADDR_1919,""" (OMR 1919)""",DINT,PLC,EXT_IR_array[1919],,[]
1919.14,1919.14,,1919.14,EXT_ADDR_1919.14,""" (OMR 1919.14)""",BOOL,PLC,EXT_IR_array[1919].14,EXT_ADDR_1919,[]
1921,1921,,1921,EXT_ADDR_1921,""" (OMR 1921)""",DINT,PLC,EXT_IR_array[1921],,[]
1921.00,1921.00,,1921.00,EXT_ADDR_1921.00,""" (OMR 1921.00)""",BOOL,PLC,EXT_IR_array[1921].00,EXT_ADDR_1921,[]
1921.01,1921.01,,1921.01,EXT_ADDR_1921.01,""" (OMR 1921.01)""",BOOL,PLC,EXT_IR_array[1921].01,EXT_ADDR_1921,[]
1921.02,1921.02,,1921.02,EXT_ADDR_1921.02,""" (OMR 1921.02)""",BOOL,PLC,EXT_IR_array[1921].02,EXT_ADDR_1921,[]
1921.03,1921.03,,1921.03,EXT_ADDR_1921.03,""" (OMR 1921.03)""",BOOL,PLC,EXT_IR_array[1921].03,EXT_ADDR_1921,[]
1921.04,1921.04,,1921.04,EXT_ADDR_1921.04,""" (OMR 1921.04)""",BOOL,PLC,EXT_IR_array[1921].04,EXT_ADDR_1921,[]
1921.05,1921.05,,1921.05,EXT_ADDR_1921.05,""" (OMR 1921.05)""",BOOL,PLC,EXT_IR_array[1921].05,EXT_ADDR_1921,[]
1921.06,1921.06,,1921.06,EXT_ADDR_1921.06,""" (OMR 1921.06)""",BOOL,PLC,EXT_IR_array[1921].06,EXT_ADDR_1921,[]
1921.07,1921.07,,1921.07,EXT_ADDR_1921.07,""" (OMR 1921.07)""",BOOL,PLC,EXT_IR_array[1921].07,EXT_ADDR_1921,[]
1921.08,1921.08,,1921.08,EXT_ADDR_1921.08,""" (OMR 1921.08)""",BOOL,PLC,EXT_IR_array[1921].08,EXT_ADDR_1921,[]
1921.09,1921.09,,1921.09,EXT_ADDR_1921.09,""" (OMR 1921.09)""",BOOL,PLC,EXT_IR_array[1921].09,EXT_ADDR_1921,[]
1921.10,1921.10,,1921.10,EXT_ADDR_1921.10,""" (OMR 1921.10)""",BOOL,PLC,EXT_IR_array[1921].10,EXT_ADDR_1921,[]
1921.11,1921.11,,1921.11,EXT_ADDR_1921.11,""" (OMR 1921.11)""",BOOL,PLC,EXT_IR_array[1921].11,EXT_ADDR_1921,[]
1921.12,1921.12,,1921.12,EXT_ADDR_1921.12,""" (OMR 1921.12)""",BOOL,PLC,EXT_IR_array[1921].12,EXT_ADDR_1921,[]
1921.13,1921.13,,1921.13,EXT_ADDR_1921.13,""" (OMR 1921.13)""",BOOL,PLC,EXT_IR_array[1921].13,EXT_ADDR_1921,[]
1921.14,1921.14,,1921.14,EXT_ADDR_1921.14,""" (OMR 1921.14)""",BOOL,PLC,EXT_IR_array[1921].14,EXT_ADDR_1921,[]
1921.15,1921.15,,1921.15,EXT_ADDR_1921.15,""" (OMR 1921.15)""",BOOL,PLC,EXT_IR_array[1921].15,EXT_ADDR_1921,[]
2001,2001,,2001,EXT_STK4_TEMP,"""Settling TK#4 Temp (OMR 2001)""",REAL,BOTH,EXT_IR_array[2001],,['EXT_TEMP_ST4']
2001.00,2001.00,,2001.00,EXT_ADDR_2001.00,""" (OMR 2001.00)""",BOOL,PLC,EXT_IR_array[2001].00,EXT_ADDR_2001,[]
2001.01,2001.01,,2001.01,EXT_ADDR_2001.01,""" (OMR 2001.01)""",BOOL,PLC,EXT_IR_array[2001].01,EXT_ADDR_2001,[]
2001.02,2001.02,,2001.02,EXT_ADDR_2001.02,""" (OMR 2001.02)""",BOOL,PLC,EXT_IR_array[2001].02,EXT_ADDR_2001,[]
2001.03,2001.03,,2001.03,EXT_ADDR_2001.03,""" (OMR 2001.03)""",BOOL,PLC,EXT_IR_array[2001].03,EXT_ADDR_2001,[]
2001.04,2001.04,,2001.04,EXT_ADDR_2001.04,""" (OMR 2001.04)""",BOOL,PLC,EXT_IR_array[2001].04,EXT_ADDR_2001,[]
2001.05,2001.05,,2001.05,EXT_ADDR_2001.05,""" (OMR 2001.05)""",BOOL,PLC,EXT_IR_array[2001].05,EXT_ADDR_2001,[]
2001.06,2001.06,,2001.06,EXT_ADDR_2001.06,""" (OMR 2001.06)""",BOOL,PLC,EXT_IR_array[2001].06,EXT_ADDR_2001,[]
2001.07,2001.07,,2001.07,EXT_ADDR_2001.07,""" (OMR 2001.07)""",BOOL,PLC,EXT_IR_array[2001].07,EXT_ADDR_2001,[]
2001.08,2001.08,,2001.08,EXT_ADDR_2001.08,""" (OMR 2001.08)""",BOOL,PLC,EXT_IR_array[2001].08,EXT_ADDR_2001,[]
2001.09,2001.09,,2001.09,EXT_ADDR_2001.09,""" (OMR 2001.09)""",BOOL,PLC,EXT_IR_array[2001].09,EXT_ADDR_2001,[]
2001.10,2001.10,,2001.10,EXT_ADDR_2001.10,""" (OMR 2001.10)""",BOOL,PLC,EXT_IR_array[2001].10,EXT_ADDR_2001,[]
2001.11,2001.11,,2001.11,EXT_ADDR_2001.11,""" (OMR 2001.11)""",BOOL,PLC,EXT_IR_array[2001].11,EXT_ADDR_2001,[]
2001.12,2001.12,,2001.12,EXT_ADDR_2001.12,""" (OMR 2001.12)""",BOOL,PLC,EXT_IR_array[2001].12,EXT_ADDR_2001,[]
2001.13,2001.13,,2001.13,EXT_ADDR_2001.13,""" (OMR 2001.13)""",BOOL,PLC,EXT_IR_array[2001].13,EXT_ADDR_2001,[]
2001.14,2001.14,,2001.14,EXT_ADDR_2001.14,""" (OMR 2001.14)""",BOOL,PLC,EXT_IR_array[2001].14,EXT_ADDR_2001,[]
2001.15,2001.15,,2001.15,EXT_ADDR_2001.15,""" (OMR 2001.15)""",BOOL,PLC,EXT_IR_array[2001].15,EXT_ADDR_2001,[]
2002,2002,,2002,EXT_HE1TEMPIN,"""H/E - 1/2 Inlet Temp (OMR 2002)""",REAL,BOTH,EXT_IR_array[2002],,['EXT_TEMP_HE1_IN']
2002.00,2002.00,,2002.00,EXT_ADDR_2002.00,""" (OMR 2002.00)""",BOOL,PLC,EXT_IR_array[2002].00,EXT_ADDR_2002,[]
2002.01,2002.01,,2002.01,EXT_ADDR_2002.01,""" (OMR 2002.01)""",BOOL,PLC,EXT_IR_array[2002].01,EXT_ADDR_2002,[]
2002.02,2002.02,,2002.02,EXT_ADDR_2002.02,""" (OMR 2002.02)""",BOOL,PLC,EXT_IR_array[2002].02,EXT_ADDR_2002,[]
2002.03,2002.03,,2002.03,EXT_ADDR_2002.03,""" (OMR 2002.03)""",BOOL,PLC,EXT_IR_array[2002].03,EXT_ADDR_2002,[]
2002.04,2002.04,,2002.04,EXT_ADDR_2002.04,""" (OMR 2002.04)""",BOOL,PLC,EXT_IR_array[2002].04,EXT_ADDR_2002,[]
2002.05,2002.05,,2002.05,EXT_ADDR_2002.05,""" (OMR 2002.05)""",BOOL,PLC,EXT_IR_array[2002].05,EXT_ADDR_2002,[]
2002.06,2002.06,,2002.06,EXT_ADDR_2002.06,""" (OMR 2002.06)""",BOOL,PLC,EXT_IR_array[2002].06,EXT_ADDR_2002,[]
2002.07,2002.07,,2002.07,EXT_ADDR_2002.07,""" (OMR 2002.07)""",BOOL,PLC,EXT_IR_array[2002].07,EXT_ADDR_2002,[]
2002.08,2002.08,,2002.08,EXT_ADDR_2002.08,""" (OMR 2002.08)""",BOOL,PLC,EXT_IR_array[2002].08,EXT_ADDR_2002,[]
2002.09,2002.09,,2002.09,EXT_ADDR_2002.09,""" (OMR 2002.09)""",BOOL,PLC,EXT_IR_array[2002].09,EXT_ADDR_2002,[]
2002.10,2002.10,,2002.10,EXT_ADDR_2002.10,""" (OMR 2002.10)""",BOOL,PLC,EXT_IR_array[2002].10,EXT_ADDR_2002,[]
2002.11,2002.11,,2002.11,EXT_ADDR_2002.11,""" (OMR 2002.11)""",BOOL,PLC,EXT_IR_array[2002].11,EXT_ADDR_2002,[]
2002.12,2002.12,,2002.12,EXT_ADDR_2002.12,""" (OMR 2002.12)""",BOOL,PLC,EXT_IR_array[2002].12,EXT_ADDR_2002,[]
2002.13,2002.13,,2002.13,EXT_ADDR_2002.13,""" (OMR 2002.13)""",BOOL,PLC,EXT_IR_array[2002].13,EXT_ADDR_2002,[]
2002.14,2002.14,,2002.14,EXT_ADDR_2002.14,""" (OMR 2002.14)""",BOOL,PLC,EXT_IR_array[2002].14,EXT_ADDR_2002,[]
2002.15,2002.15,,2002.15,EXT_ADDR_2002.15,""" (OMR 2002.15)""",BOOL,PLC,EXT_IR_array[2002].15,EXT_ADDR_2002,[]
2003,2003,,2003,EXT_HE_12_OUTLET,"""H/E - 1/2 Outlet Temp (OMR 2003)""",REAL,BOTH,EXT_IR_array[2003],,['EXT_TEMP_HE2_IN']
2003.00,2003.00,,2003.00,EXT_ADDR_2003.00,""" (OMR 2003.00)""",BOOL,PLC,EXT_IR_array[2003].00,EXT_ADDR_2003,[]
2003.01,2003.01,,2003.01,EXT_ADDR_2003.01,""" (OMR 2003.01)""",BOOL,PLC,EXT_IR_array[2003].01,EXT_ADDR_2003,[]
2003.02,2003.02,,2003.02,EXT_ADDR_2003.02,""" (OMR 2003.02)""",BOOL,PLC,EXT_IR_array[2003].02,EXT_ADDR_2003,[]
2003.03,2003.03,,2003.03,EXT_ADDR_2003.03,""" (OMR 2003.03)""",BOOL,PLC,EXT_IR_array[2003].03,EXT_ADDR_2003,[]
2003.04,2003.04,,2003.04,EXT_ADDR_2003.04,""" (OMR 2003.04)""",BOOL,PLC,EXT_IR_array[2003].04,EXT_ADDR_2003,[]
2003.05,2003.05,,2003.05,EXT_ADDR_2003.05,""" (OMR 2003.05)""",BOOL,PLC,EXT_IR_array[2003].05,EXT_ADDR_2003,[]
2003.06,2003.06,,2003.06,EXT_ADDR_2003.06,""" (OMR 2003.06)""",BOOL,PLC,EXT_IR_array[2003].06,EXT_ADDR_2003,[]
2003.07,2003.07,,2003.07,EXT_ADDR_2003.07,""" (OMR 2003.07)""",BOOL,PLC,EXT_IR_array[2003].07,EXT_ADDR_2003,[]
2003.08,2003.08,,2003.08,EXT_ADDR_2003.08,""" (OMR 2003.08)""",BOOL,PLC,EXT_IR_array[2003].08,EXT_ADDR_2003,[]
2003.09,2003.09,,2003.09,EXT_ADDR_2003.09,""" (OMR 2003.09)""",BOOL,PLC,EXT_IR_array[2003].09,EXT_ADDR_2003,[]
2003.10,2003.10,,2003.10,EXT_ADDR_2003.10,""" (OMR 2003.10)""",BOOL,PLC,EXT_IR_array[2003].10,EXT_ADDR_2003,[]
2003.11,2003.11,,2003.11,EXT_ADDR_2003.11,""" (OMR 2003.11)""",BOOL,PLC,EXT_IR_array[2003].11,EXT_ADDR_2003,[]
2003.12,2003.12,,2003.12,EXT_ADDR_2003.12,""" (OMR 2003.12)""",BOOL,PLC,EXT_IR_array[2003].12,EXT_ADDR_2003,[]
2003.13,2003.13,,2003.13,EXT_ADDR_2003.13,""" (OMR 2003.13)""",BOOL,PLC,EXT_IR_array[2003].13,EXT_ADDR_2003,[]
2003.14,2003.14,,2003.14,EXT_ADDR_2003.14,""" (OMR 2003.14)""",BOOL,PLC,EXT_IR_array[2003].14,EXT_ADDR_2003,[]
2003.15,2003.15,,2003.15,EXT_ADDR_2003.15,""" (OMR 2003.15)""",BOOL,PLC,EXT_IR_array[2003].15,EXT_ADDR_2003,[]
2005,2005,,2005,EXT_STK2_TEMP,"""Settling TK#2 Temp (OMR 2005)""",REAL,BOTH,EXT_IR_array[2005],,['EXT_TEMP_ST2']
2005.00,2005.00,,2005.00,EXT_ADDR_2005.00,""" (OMR 2005.00)""",BOOL,PLC,EXT_IR_array[2005].00,EXT_ADDR_2005,[]
2005.01,2005.01,,2005.01,EXT_ADDR_2005.01,""" (OMR 2005.01)""",BOOL,PLC,EXT_IR_array[2005].01,EXT_ADDR_2005,[]
2005.02,2005.02,,2005.02,EXT_ADDR_2005.02,""" (OMR 2005.02)""",BOOL,PLC,EXT_IR_array[2005].02,EXT_ADDR_2005,[]
2005.03,2005.03,,2005.03,EXT_ADDR_2005.03,""" (OMR 2005.03)""",BOOL,PLC,EXT_IR_array[2005].03,EXT_ADDR_2005,[]
2005.04,2005.04,,2005.04,EXT_ADDR_2005.04,""" (OMR 2005.04)""",BOOL,PLC,EXT_IR_array[2005].04,EXT_ADDR_2005,[]
2005.05,2005.05,,2005.05,EXT_ADDR_2005.05,""" (OMR 2005.05)""",BOOL,PLC,EXT_IR_array[2005].05,EXT_ADDR_2005,[]
2005.06,2005.06,,2005.06,EXT_ADDR_2005.06,""" (OMR 2005.06)""",BOOL,PLC,EXT_IR_array[2005].06,EXT_ADDR_2005,[]
2005.07,2005.07,,2005.07,EXT_ADDR_2005.07,""" (OMR 2005.07)""",BOOL,PLC,EXT_IR_array[2005].07,EXT_ADDR_2005,[]
2005.08,2005.08,,2005.08,EXT_ADDR_2005.08,""" (OMR 2005.08)""",BOOL,PLC,EXT_IR_array[2005].08,EXT_ADDR_2005,[]
